SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
SN-Q0DDMI0G,Adobe_Prod_894_Version_1,Adobe_Adobe_Prod_894_Version_1_Suite,2023-08-10,C3219,1,470.15,Unknown Vendor,North America,13.02,2,4,4,8,7,478,Direct Search,9,Credit Card,Other,5,24
SN-C332HHBZ,Adobe_Prod_110_Version_1,Adobe_Adobe_Prod_110_Version_1_Suite,2023-07-25,C3668,10,403.21,Direct Sales,North America,6.02,5,4,3,3,4,626,Email Marketing,8,PayPal,Found cheaper,5,12
SN-62WE97D,9P4HV0,Adobe_9P4HV0_Suite,2023-09-12,C4099,2,71.78,Unknown Vendor,Africa,20.67,19,2,18,7,8,63,Social Media,1,Cryptocurrency,Not as described,17,6
SN-LD6WQDP,ZFU8HK,Adobe_ZFU8HK_Suite,2023-01-26,C9715,10,106.88,Unknown Vendor,Asia,27.32,14,3,17,9,8,246,Social Media,2,Cryptocurrency,Not as described,18,6
SN-ODIVC4X,C4883M,Adobe_C4883M_Suite,2023-09-05,C5155,10,147.31,Unknown Vendor,North America,25.4,12,3,13,3,5,210,Social Media,4,Cryptocurrency,Not as described,11,6
SN-63DV3FL5,Adobe_Prod_602_Version_4,Adobe_Adobe_Prod_602_Version_4_Suite,2023-12-13,C2931,2,258.11,Direct Sales,Asia,8.41,9,5,1,2,2,539,Email Marketing,7,Credit Card,Other,3,24
SN-N1HGS86,W52MP7,Adobe_W52MP7_Suite,2023-10-16,C6669,1,67.81,Unknown Vendor,South America,22.72,16,1,18,1,12,128,Social Media,5,Cryptocurrency,Other,14,6
SN-MYB3IUOH,Adobe_Prod_883_Version_10,Adobe_Adobe_Prod_883_Version_10_Suite,2023-04-29,C4882,4,484.83,Third-party Retailer,Africa,5.22,9,5,4,3,6,692,Email Marketing,10,Credit Card,Found cheaper,7,12
SN-8R6DGI5,5FKW8M,Adobe_5FKW8M_Suite,2023-02-24,C4203,2,147.79,Third-party Retailer,North America,21.05,20,3,14,7,12,78,Word of Mouth,3,Cryptocurrency,Not as described,13,6
SNIKN5EQBVF,T5TOVK,Adobe_T5TOVK_Suite,2023-08-18,C9761,3,57.08,Unknown Vendor,South America,20.52,17,3,12,8,5,285,Social Media,1,Cryptocurrency,Other,18,6
SN-23BWMSSM,Adobe_Prod_881_Version_5,Adobe_Adobe_Prod_881_Version_5_Suite,2023-02-10,C5311,4,453.57,Authorized Retailer,North America,8.54,9,4,4,8,5,398,Email Marketing,9,PayPal,Found cheaper,5,24
Sn-ZM9BDPAR,PT4FES,Adobe_PT4FES_Suite,2023-03-20,C2445,2,74.0,Direct Sales,Europe,28.04,13,1,13,9,6,241,Word of Mouth,1,Cryptocurrency,Not as described,19,6
SN-WADRN0JD,Adobe_Prod_999_Version_2,Adobe_Adobe_Prod_999_Version_2_Suite,2023-12-31,C7325,5,255.57,Authorized Retailer,Asia,11.56,10,4,4,2,4,561,Direct Search,7,PayPal,Other,9,24
SN-DJOPQ94,5LS5H2,Adobe_5LS5H2_Suite,2023-06-07,C9581,4,139.03,Unknown Vendor,North America,20.58,12,2,11,1,7,115,Word of Mouth,5,Cryptocurrency,Other,13,6
SN-AFJP7HX7,Adobe_Prod_644_Version_4,Adobe_Adobe_Prod_644_Version_4_Suite,2023-03-25,C7505,2,280.46,Authorized Retailer,South America,10.62,9,5,1,8,2,415,Direct Search,9,PayPal,Other,5,24
SN-8UG7II0,FBSSNQ,Adobe_FBSSNQ_Suite,2023-07-25,C7584,2,82.86,Third-party Retailer,Africa,25.19,18,2,12,8,9,335,Word of Mouth,4,Cryptocurrency,Not as described,18,6
Sn-3H3PE6WN,TQHE8R,Adobe_TQHE8R_Suite,2023-05-31,C7522,2,86.39,Unknown Vendor,Asia,27.98,12,3,16,2,8,65,Word of Mouth,3,Cryptocurrency,Product malfunction,19,6
SN-0AM7HTZ,D4NVJG,Adobe_D4NVJG_Suite,2023-08-21,C4670,5,107.42,Third-party Retailer,South America,21.92,11,3,14,8,11,135,Word of Mouth,5,Cryptocurrency,Not as described,13,6
SN-T9G419BY,Adobe_Prod_300_Version_5,Adobe_Adobe_Prod_300_Version_5_Suite,2023-02-16,C8111,2,365.92,Direct Sales,Europe,13.85,4,5,5,7,2,604,Direct Search,8,Credit Card,Other,2,12
Sn-5M5PQJ9B,8NKDRN,Adobe_8NKDRN_Suite,2023-03-29,C1041,5,100.85,Unknown Vendor,Europe,22.04,19,1,16,9,11,72,Social Media,3,Cryptocurrency,Not as described,17,6
SN-OK0C1W1H,Adobe_Prod_321_Version_8,Adobe_Adobe_Prod_321_Version_8_Suite,2023-08-07,C9973,8,407.55,Authorized Retailer,South America,6.14,3,4,3,1,4,643,Direct Search,10,PayPal,Other,5,12
Sn-OUQMQ191,OQW5RE,Adobe_OQW5RE_Suite,2023-07-12,C7995,1,106.01,Unknown Vendor,Africa,27.21,10,3,20,7,6,213,Social Media,3,Cryptocurrency,Not as described,19,6
SN-5A0X79BF,Adobe_Prod_209_Version_4,Adobe_Adobe_Prod_209_Version_4_Suite,2023-02-27,C5511,9,473.62,Third-party Retailer,North America,11.18,1,5,1,1,4,413,Email Marketing,9,PayPal,Other,7,24
SN-9HPTPHXI,Adobe_Prod_720_Version_4,Adobe_Adobe_Prod_720_Version_4_Suite,2023-06-11,C8103,9,313.16,Authorized Retailer,Asia,11.16,9,5,5,1,3,698,Email Marketing,7,Credit Card,Found cheaper,3,24
SN-IYOQZZFU,Adobe_Prod_811_Version_1,Adobe_Adobe_Prod_811_Version_1_Suite,2023-05-21,C8853,10,378.57,Unknown Vendor,Africa,10.19,5,5,4,8,2,374,Direct Search,10,Credit Card,Other,6,24
SN-1PRUSLWT,Adobe_Prod_207_Version_4,Adobe_Adobe_Prod_207_Version_4_Suite,2023-03-03,C4590,5,375.73,Direct Sales,Asia,13.79,4,5,3,2,7,511,Email Marketing,10,Credit Card,Other,10,12
SNTA1ZZ2ZO9,5K99AS,Adobe_5K99AS_Suite,2023-11-21,C5039,9,148.75,Unknown Vendor,North America,24.0,12,1,13,7,13,35,Social Media,5,Cryptocurrency,Not as described,19,6
Sn-C7KFAF86,OPTBE1,Adobe_OPTBE1_Suite,2023-12-14,C6846,6,57.07,Unknown Vendor,North America,22.29,19,3,10,2,11,312,Social Media,3,Cryptocurrency,Not as described,11,6
SN-ELGRZQD,XX9FBN,Adobe_XX9FBN_Suite,2023-05-28,C1034,10,137.02,Third-party Retailer,North America,25.2,11,1,11,9,4,39,Social Media,1,Cryptocurrency,Not as described,19,6
SN-PNTJXHTL,Adobe_Prod_492_Version_8,Adobe_Adobe_Prod_492_Version_8_Suite,2023-12-17,C9275,4,420.74,Authorized Retailer,South America,11.92,1,5,1,2,6,570,Direct Search,6,Credit Card,Other,7,24
SNAU7MSENKW,T3E00W,Adobe_T3E00W_Suite,2023-01-26,C1227,10,95.38,Unknown Vendor,Europe,29.81,14,2,14,1,7,305,Word of Mouth,3,Cryptocurrency,Product malfunction,15,6
SN-37ESRC9U,Adobe_Prod_975_Version_5,Adobe_Adobe_Prod_975_Version_5_Suite,2023-03-21,C4644,10,379.98,Direct Sales,Africa,12.18,10,4,5,8,7,724,Email Marketing,8,Credit Card,Found cheaper,10,24
Sn-GOWBN155,0Q46YC,Adobe_0Q46YC_Suite,2023-09-23,C2130,5,129.91,Unknown Vendor,Europe,29.25,20,3,12,1,10,163,Social Media,1,Cryptocurrency,Product malfunction,17,6
SN-71HY47FS,Adobe_Prod_308_Version_7,Adobe_Adobe_Prod_308_Version_7_Suite,2023-10-21,C3439,6,235.53,Direct Sales,Asia,14.28,10,5,5,9,6,607,Email Marketing,8,PayPal,Found cheaper,1,12
SN-UZI6MIDQ,Adobe_Prod_855_Version_6,Adobe_Adobe_Prod_855_Version_6_Suite,2023-03-07,C7781,2,294.55,Authorized Retailer,South America,7.22,3,5,2,2,2,420,Direct Search,6,Credit Card,Other,1,24
SN-54UK941M,Adobe_Prod_680_Version_2,Adobe_Adobe_Prod_680_Version_2_Suite,2023-09-11,C7650,2,387.43,Direct Sales,Asia,14.35,2,5,2,2,4,684,Direct Search,9,Credit Card,Found cheaper,1,12
SNXA640D4SD,NGY6YL,Adobe_NGY6YL_Suite,2023-10-16,C5271,5,122.9,Third-party Retailer,Africa,23.56,15,3,16,1,1,181,Word of Mouth,5,Cryptocurrency,Product malfunction,17,6
Sn-WDX2DMGE,YUEEFR,Adobe_YUEEFR_Suite,2023-07-22,C7389,8,105.6,Direct Sales,Europe,28.4,11,1,17,1,6,77,Word of Mouth,2,Cryptocurrency,Other,16,6
SN-3G69F55J,Adobe_Prod_297_Version_5,Adobe_Adobe_Prod_297_Version_5_Suite,2023-10-19,C9626,6,314.91,Direct Sales,Africa,6.11,7,4,2,2,3,649,Email Marketing,10,PayPal,Found cheaper,5,12
Sn-NL72VEBU,PIAQW8,Adobe_PIAQW8_Suite,2023-11-10,C4993,8,124.44,Third-party Retailer,Europe,28.9,11,1,15,2,1,343,Word of Mouth,1,Cryptocurrency,Product malfunction,16,6
Sn-5AE5VYUQ,ZJO136,Adobe_ZJO136_Suite,2023-04-23,C9864,9,84.32,Unknown Vendor,Europe,28.04,12,3,16,1,5,284,Social Media,2,Cryptocurrency,Product malfunction,14,6
SN-L0JPZGY,65OJFL,Adobe_65OJFL_Suite,2023-04-09,C7925,10,95.16,Unknown Vendor,South America,25.69,20,3,13,1,10,33,Word of Mouth,5,Cryptocurrency,Product malfunction,15,6
SN-S3BNDIY,Z3VSKZ,Adobe_Z3VSKZ_Suite,2023-05-26,C8966,3,139.21,Unknown Vendor,South America,28.76,19,3,11,3,13,245,Social Media,4,Cryptocurrency,Other,20,6
Sn-E7EJE2M3,TKBK9E,Adobe_TKBK9E_Suite,2023-12-24,C3389,1,149.15,Unknown Vendor,Europe,23.93,18,2,18,9,8,361,Social Media,3,Cryptocurrency,Product malfunction,11,6
SN-ZXK860O9,Adobe_Prod_159_Version_4,Adobe_Adobe_Prod_159_Version_4_Suite,2023-08-06,C3154,8,314.85,Direct Sales,South America,10.28,9,5,3,1,2,701,Email Marketing,10,Credit Card,Found cheaper,7,12
SNIYWEMZLPF,B5RXSF,Adobe_B5RXSF_Suite,2023-04-21,C6036,10,142.42,Unknown Vendor,South America,26.57,19,1,15,1,10,311,Social Media,5,Cryptocurrency,Not as described,20,6
Sn-9FL5BUCU,1ZB0PP,Adobe_1ZB0PP_Suite,2023-06-03,C4808,5,67.96,Direct Sales,Europe,26.45,18,2,13,1,3,133,Word of Mouth,5,Cryptocurrency,Not as described,18,6
SN8FUWDZ7HC,7QBOVW,Adobe_7QBOVW_Suite,2023-08-09,C4051,3,50.86,Third-party Retailer,South America,21.31,15,3,10,1,1,314,Social Media,5,Cryptocurrency,Other,11,6
SN-KGNEDFUV,Adobe_Prod_205_Version_4,Adobe_Adobe_Prod_205_Version_4_Suite,2023-04-09,C6801,7,473.52,Third-party Retailer,Asia,12.45,1,4,5,1,1,454,Email Marketing,10,Credit Card,Other,5,24
SN-AAEJU1S4,Adobe_Prod_897_Version_3,Adobe_Adobe_Prod_897_Version_3_Suite,2023-05-07,C4179,10,414.11,Direct Sales,Asia,8.14,5,4,4,3,2,700,Direct Search,10,Credit Card,Other,6,24
SNJ6M24YRK3,RWVL69,Adobe_RWVL69_Suite,2023-04-18,C7679,10,145.94,Third-party Retailer,Africa,27.28,17,1,16,2,7,162,Social Media,5,Cryptocurrency,Other,18,6
Sn-EJ2BFAU4,H91PGQ,Adobe_H91PGQ_Suite,2023-03-09,C2767,7,74.4,Third-party Retailer,South America,26.38,10,2,19,7,4,265,Social Media,3,Cryptocurrency,Other,17,6
Sn-0BN0BNRS,0SQ8C0,Adobe_0SQ8C0_Suite,2023-05-06,C3559,6,66.82,Third-party Retailer,Asia,23.88,10,3,11,9,10,148,Word of Mouth,4,Cryptocurrency,Other,15,6
SN-226RT5FO,Adobe_Prod_831_Version_2,Adobe_Adobe_Prod_831_Version_2_Suite,2023-01-04,C1203,2,248.27,Direct Sales,North America,8.92,9,5,5,8,4,384,Direct Search,10,Credit Card,Found cheaper,10,24
Sn-6H6Y0AJ2,UC1HDD,Adobe_UC1HDD_Suite,2023-02-26,C7472,3,68.75,Unknown Vendor,Asia,20.69,11,2,20,9,7,104,Word of Mouth,2,Cryptocurrency,Other,20,6
SN-T9CB0BNB,Adobe_Prod_77_Version_9,Adobe_Adobe_Prod_77_Version_9_Suite,2023-07-28,C4675,7,254.51,Third-party Retailer,Asia,13.83,9,4,4,9,3,444,Direct Search,10,PayPal,Found cheaper,5,24
SN-ZTPPSAE0,Adobe_Prod_595_Version_7,Adobe_Adobe_Prod_595_Version_7_Suite,2023-03-23,C1025,1,334.83,Authorized Retailer,Asia,5.95,3,4,1,9,5,614,Email Marketing,8,PayPal,Found cheaper,5,12
SNO7I872XB5,SQBU3T,Adobe_SQBU3T_Suite,2023-09-11,C4854,6,141.17,Third-party Retailer,South America,26.94,11,2,10,7,11,191,Social Media,4,Cryptocurrency,Other,14,6
SN-Z38JHFQ,OEGSB9,Adobe_OEGSB9_Suite,2023-10-11,C4606,9,136.47,Unknown Vendor,Africa,26.85,20,1,13,2,4,117,Social Media,5,Cryptocurrency,Not as described,19,6
SN-0ICJYOFM,Adobe_Prod_994_Version_8,Adobe_Adobe_Prod_994_Version_8_Suite,2023-06-24,C4190,4,357.44,Direct Sales,Africa,9.52,2,5,4,2,3,440,Direct Search,6,Credit Card,Found cheaper,3,24
SN-61P113NL,Adobe_Prod_698_Version_4,Adobe_Adobe_Prod_698_Version_4_Suite,2023-04-11,C7015,3,439.75,Authorized Retailer,North America,14.77,1,4,3,8,6,502,Email Marketing,8,PayPal,Found cheaper,4,24
SN-NF8XK1QU,Adobe_Prod_143_Version_5,Adobe_Adobe_Prod_143_Version_5_Suite,2023-06-11,C8401,1,466.85,Direct Sales,Asia,13.65,1,5,3,7,4,726,Direct Search,10,Credit Card,Other,4,12
SN-AWJBXI5,1PZADJ,Adobe_1PZADJ_Suite,2023-01-15,C3073,7,77.08,Unknown Vendor,North America,23.93,19,1,16,2,7,188,Social Media,2,Cryptocurrency,Product malfunction,19,6
SN-ZU7BOA3H,Adobe_Prod_368_Version_6,Adobe_Adobe_Prod_368_Version_6_Suite,2023-09-06,C7700,8,366.3,Direct Sales,Asia,7.14,8,5,1,3,5,380,Direct Search,10,Credit Card,Other,10,12
SN-HX3E12A,I696I8,Adobe_I696I8_Suite,2023-09-20,C7013,1,91.63,Unknown Vendor,North America,28.55,15,3,13,9,10,176,Word of Mouth,2,Cryptocurrency,Other,17,6
SN-GX6YXKEX,Adobe_Prod_237_Version_10,Adobe_Adobe_Prod_237_Version_10_Suite,2023-08-07,C3387,7,251.52,Direct Sales,Asia,14.72,1,5,5,3,4,679,Email Marketing,10,PayPal,Found cheaper,3,24
SN-YND9OA4,GEYSMT,Adobe_GEYSMT_Suite,2023-12-03,C7864,6,148.85,Third-party Retailer,Europe,29.95,18,3,10,7,5,266,Word of Mouth,1,Cryptocurrency,Other,20,6
Sn-NESPNQ9I,6MW2MK,Adobe_6MW2MK_Suite,2023-08-18,C9056,1,137.19,Unknown Vendor,North America,23.7,12,2,19,9,12,59,Word of Mouth,4,Cryptocurrency,Not as described,12,6
SN4NE8JUIKG,WNRM8P,Adobe_WNRM8P_Suite,2023-08-18,C9916,6,80.28,Third-party Retailer,North America,25.97,20,1,12,7,13,312,Social Media,3,Cryptocurrency,Product malfunction,15,6
SN-NKUV0HH0,Adobe_Prod_559_Version_5,Adobe_Adobe_Prod_559_Version_5_Suite,2023-08-25,C8065,7,404.58,Authorized Retailer,Asia,14.99,10,4,5,2,2,681,Email Marketing,9,Credit Card,Other,5,12
SN-FB6NKJ3X,Adobe_Prod_78_Version_5,Adobe_Adobe_Prod_78_Version_5_Suite,2023-12-06,C7553,2,410.87,Direct Sales,South America,5.52,5,5,1,1,2,660,Email Marketing,8,PayPal,Other,2,12
SN-P4JI3W1I,Adobe_Prod_357_Version_4,Adobe_Adobe_Prod_357_Version_4_Suite,2023-10-23,C6365,10,427.79,Authorized Retailer,Europe,12.53,6,5,1,2,7,554,Email Marketing,9,PayPal,Found cheaper,10,24
SN-UBXI11GC,Adobe_Prod_457_Version_10,Adobe_Adobe_Prod_457_Version_10_Suite,2023-10-02,C2619,2,255.59,Authorized Retailer,South America,5.73,7,4,4,2,2,502,Email Marketing,7,PayPal,Found cheaper,8,12
SN-8WBWLY82,Adobe_Prod_156_Version_10,Adobe_Adobe_Prod_156_Version_10_Suite,2023-10-14,C7117,1,392.86,Authorized Retailer,Asia,13.89,10,4,1,1,7,506,Email Marketing,9,PayPal,Found cheaper,8,24
SN-ERTGFXF,RLR2MP,Adobe_RLR2MP_Suite,2023-08-20,C9837,8,146.78,Unknown Vendor,Europe,26.03,19,2,17,8,4,258,Word of Mouth,3,Cryptocurrency,Product malfunction,16,6
SN-OPX8PEQ6,Adobe_Prod_54_Version_6,Adobe_Adobe_Prod_54_Version_6_Suite,2023-07-17,C4011,7,295.67,Authorized Retailer,Europe,14.83,5,4,1,2,1,409,Direct Search,9,Credit Card,Other,7,12
SN-9368FX18,Adobe_Prod_451_Version_2,Adobe_Adobe_Prod_451_Version_2_Suite,2023-09-16,C5073,4,272.31,Third-party Retailer,North America,11.24,7,5,1,1,3,448,Email Marketing,8,Credit Card,Other,1,24
SN-QBQDLFG3,Adobe_Prod_642_Version_9,Adobe_Adobe_Prod_642_Version_9_Suite,2023-09-01,C7201,7,488.81,Direct Sales,North America,7.93,2,5,1,1,3,592,Direct Search,6,Credit Card,Other,9,12
SN-0XA5G1E,E5CZ40,Adobe_E5CZ40_Suite,2023-04-25,C9258,1,122.1,Third-party Retailer,Africa,20.12,14,3,13,7,15,163,Word of Mouth,4,Cryptocurrency,Product malfunction,10,6
SNAN3702LVN,5EQYU2,Adobe_5EQYU2_Suite,2023-10-13,C8606,9,118.91,Third-party Retailer,North America,29.26,10,2,16,2,12,187,Word of Mouth,5,Cryptocurrency,Not as described,11,6
SN-MS11BDQK,Adobe_Prod_206_Version_9,Adobe_Adobe_Prod_206_Version_9_Suite,2023-11-02,C7462,9,379.35,Direct Sales,South America,7.25,4,4,2,7,1,677,Direct Search,7,PayPal,Found cheaper,8,12
SN-DE8NH12P,Adobe_Prod_551_Version_2,Adobe_Adobe_Prod_551_Version_2_Suite,2023-06-07,C2809,6,231.74,Authorized Retailer,Asia,13.21,3,5,2,7,7,507,Email Marketing,10,Credit Card,Other,1,12
SN-RGKYL7M,QIIPOH,Adobe_QIIPOH_Suite,2023-05-06,C5022,4,145.44,Third-party Retailer,Africa,26.31,17,2,14,1,10,155,Social Media,4,Cryptocurrency,Other,19,6
Sn-NJJHHN20,0R2H30,Adobe_0R2H30_Suite,2023-02-10,C8822,5,78.07,Third-party Retailer,North America,27.87,19,3,10,1,4,235,Word of Mouth,1,Cryptocurrency,Not as described,11,6
Sn-HQ6JAQRX,6AR7CD,Adobe_6AR7CD_Suite,2023-06-23,C6812,4,81.59,Third-party Retailer,South America,23.8,10,1,19,8,8,320,Social Media,3,Cryptocurrency,Product malfunction,18,6
Sn-AE5L8VEL,990CQH,Adobe_990CQH_Suite,2023-05-11,C1049,5,78.82,Third-party Retailer,Africa,28.93,15,2,12,8,7,107,Word of Mouth,1,Cryptocurrency,Other,19,6
SN-FAWKU3FY,Adobe_Prod_364_Version_10,Adobe_Adobe_Prod_364_Version_10_Suite,2023-11-21,C1206,2,332.68,Authorized Retailer,South America,11.05,1,5,1,8,7,369,Email Marketing,8,PayPal,Found cheaper,10,24
SNBF7FAN7G7,NQJLJ6,Adobe_NQJLJ6_Suite,2023-05-31,C7905,4,84.56,Unknown Vendor,South America,20.33,19,2,19,1,7,325,Social Media,3,Cryptocurrency,Not as described,10,6
SN-1OZGWDCZ,Adobe_Prod_733_Version_2,Adobe_Adobe_Prod_733_Version_2_Suite,2023-10-18,C2626,4,457.64,Direct Sales,Africa,14.31,3,4,2,3,7,603,Direct Search,8,Credit Card,Other,9,12
SN-91J2TA8E,Adobe_Prod_798_Version_6,Adobe_Adobe_Prod_798_Version_6_Suite,2023-07-01,C4314,7,393.33,Authorized Retailer,Africa,14.4,5,5,3,3,4,493,Email Marketing,10,PayPal,Found cheaper,2,24
SN-BI5TW4ND,Adobe_Prod_963_Version_2,Adobe_Adobe_Prod_963_Version_2_Suite,2023-09-13,C6527,10,407.07,Direct Sales,Europe,8.4,2,4,3,9,6,449,Direct Search,8,PayPal,Found cheaper,7,24
SN-VKG84N6,K91RQN,Adobe_K91RQN_Suite,2023-11-04,C8514,6,113.96,Unknown Vendor,Africa,23.75,12,2,14,3,6,110,Word of Mouth,3,Cryptocurrency,Not as described,12,6
SN-6OYU4GQP,Adobe_Prod_733_Version_4,Adobe_Adobe_Prod_733_Version_4_Suite,2023-07-16,C7277,2,398.17,Direct Sales,Europe,13.99,4,4,4,1,6,550,Direct Search,10,Credit Card,Found cheaper,5,24
Sn-PGT5RDVL,G0PWT6,Adobe_G0PWT6_Suite,2023-04-20,C1579,5,100.94,Unknown Vendor,Africa,20.3,11,1,19,1,12,170,Social Media,3,Cryptocurrency,Other,19,6
Sn-FX0KBVL9,Z4VYC6,Adobe_Z4VYC6_Suite,2023-11-09,C4071,3,124.29,Unknown Vendor,Europe,21.55,12,3,11,7,15,180,Word of Mouth,4,Cryptocurrency,Not as described,14,6
Sn-F95QDBNN,KXU6G2,Adobe_KXU6G2_Suite,2023-02-09,C7930,2,137.75,Third-party Retailer,Africa,20.87,10,1,17,9,3,361,Social Media,2,Cryptocurrency,Product malfunction,10,6
SN-3P2OJHLZ,Adobe_Prod_281_Version_6,Adobe_Adobe_Prod_281_Version_6_Suite,2023-08-11,C6236,9,494.55,Direct Sales,Europe,6.79,8,5,3,2,4,482,Email Marketing,8,Credit Card,Other,2,12
Sn-PTXGZGUM,SCFC1A,Adobe_SCFC1A_Suite,2023-11-07,C3482,10,112.46,Third-party Retailer,South America,24.21,19,1,19,2,2,67,Word of Mouth,3,Cryptocurrency,Not as described,14,6
SN-DRSQTJ6P,Adobe_Prod_578_Version_10,Adobe_Adobe_Prod_578_Version_10_Suite,2023-08-03,C4210,10,430.39,Third-party Retailer,Europe,11.61,5,4,4,1,3,372,Email Marketing,7,Credit Card,Found cheaper,5,12
Sn-K9SB3PS5,R2XV7B,Adobe_R2XV7B_Suite,2023-12-10,C6706,3,147.63,Authorized Retailer,Europe,26.86,18,2,17,3,3,349,Social Media,2,Cryptocurrency,Other,17,6
Sn-6XO38LOS,UQ18CD,Adobe_UQ18CD_Suite,2023-10-17,C8336,9,123.66,Third-party Retailer,North America,28.2,11,3,14,9,10,311,Social Media,4,Cryptocurrency,Not as described,17,6
SN-TY6BI7FZ,Adobe_Prod_334_Version_8,Adobe_Adobe_Prod_334_Version_8_Suite,2023-03-26,C5802,3,318.36,Authorized Retailer,Africa,13.85,4,4,3,7,5,726,Direct Search,8,Credit Card,Other,9,24
Sn-25XRS278,CSGX8K,Adobe_CSGX8K_Suite,2023-07-16,C6759,10,118.7,Unknown Vendor,Asia,27.34,14,2,12,1,13,333,Word of Mouth,3,Cryptocurrency,Product malfunction,15,6
SN-5HZCCR9,T2Y53X,Adobe_T2Y53X_Suite,2023-04-27,C9510,7,132.44,Third-party Retailer,Europe,27.4,14,3,14,2,8,49,Social Media,5,Cryptocurrency,Other,10,6
SN-AZN6GNJG,Adobe_Prod_860_Version_10,Adobe_Adobe_Prod_860_Version_10_Suite,2023-08-06,C2271,6,443.87,Direct Sales,Europe,14.13,4,4,1,1,7,685,Direct Search,7,PayPal,Found cheaper,6,24
SNN2N8HOWE7,9SAY2F,Adobe_9SAY2F_Suite,2023-06-09,C4538,10,63.35,Unknown Vendor,South America,21.69,16,2,15,8,14,352,Social Media,5,Cryptocurrency,Other,17,6
SN-X5NXDT76,Adobe_Prod_293_Version_10,Adobe_Adobe_Prod_293_Version_10_Suite,2023-10-08,C1371,9,357.71,Authorized Retailer,North America,14.74,9,5,2,1,3,591,Email Marketing,8,Credit Card,Other,5,12
SN-WJATS3NJ,Adobe_Prod_798_Version_2,Adobe_Adobe_Prod_798_Version_2_Suite,2023-07-29,C5246,1,334.71,Direct Sales,South America,6.16,10,4,2,1,3,503,Direct Search,8,Credit Card,Found cheaper,1,24
SN-OIUY0P83,Adobe_Prod_594_Version_2,Adobe_Adobe_Prod_594_Version_2_Suite,2023-12-28,C9347,4,367.75,Direct Sales,Europe,10.83,3,4,2,2,6,728,Direct Search,8,PayPal,Found cheaper,1,24
SN-XLS4NQH,TYITQA,Adobe_TYITQA_Suite,2023-11-27,C6776,9,77.83,Third-party Retailer,Europe,23.37,12,3,13,2,5,71,Word of Mouth,1,Cryptocurrency,Product malfunction,11,6
SN65IP8YAA8,Y25LEJ,Adobe_Y25LEJ_Suite,2023-09-04,C3796,4,76.95,Unknown Vendor,North America,20.57,16,1,10,9,12,267,Word of Mouth,4,Cryptocurrency,Product malfunction,14,6
SNN4LL0CQ23,W1S2I4,Adobe_W1S2I4_Suite,2023-09-16,C4436,6,73.57,Unknown Vendor,Asia,25.15,15,3,19,2,4,353,Word of Mouth,3,Cryptocurrency,Not as described,17,6
SN-48754S6D,Adobe_Prod_684_Version_1,Adobe_Adobe_Prod_684_Version_1_Suite,2023-12-20,C3563,10,417.84,Authorized Retailer,North America,13.74,8,4,4,8,3,695,Direct Search,10,Credit Card,Found cheaper,3,12
Sn-OHAKJHTE,5YE7IL,Adobe_5YE7IL_Suite,2023-05-16,C5349,3,94.94,Unknown Vendor,Asia,24.52,18,1,13,7,1,168,Social Media,3,Cryptocurrency,Not as described,18,6
SN-UKJLYT9N,Adobe_Prod_72_Version_7,Adobe_Adobe_Prod_72_Version_7_Suite,2023-09-25,C8080,7,221.4,Direct Sales,South America,5.8,4,5,2,1,2,571,Email Marketing,10,Credit Card,Other,8,24
SN-29PV47AI,Adobe_Prod_128_Version_6,Adobe_Adobe_Prod_128_Version_6_Suite,2023-01-20,C1381,3,447.12,Authorized Retailer,Africa,7.97,6,5,2,7,5,462,Direct Search,7,PayPal,Found cheaper,9,24
SN73P0D7QTZ,LB283P,Adobe_LB283P_Suite,2023-09-05,C5127,10,68.81,Direct Sales,North America,22.82,17,3,18,9,14,194,Social Media,2,Cryptocurrency,Not as described,15,6
Sn-S6XFGVD2,Z61ISW,Adobe_Z61ISW_Suite,2023-07-12,C9461,3,78.84,Third-party Retailer,South America,22.95,16,1,11,8,7,149,Word of Mouth,3,Cryptocurrency,Product malfunction,14,6
SN-G6REWFW,VM018Q,Adobe_VM018Q_Suite,2023-07-29,C4273,3,52.76,Third-party Retailer,Africa,29.85,12,1,11,7,4,316,Social Media,4,Cryptocurrency,Product malfunction,11,6
SN-JKPQZT97,Adobe_Prod_123_Version_6,Adobe_Adobe_Prod_123_Version_6_Suite,2023-08-20,C2144,9,432.68,Direct Sales,Africa,6.9,3,5,5,7,1,377,Direct Search,10,Credit Card,Other,3,24
SNO53SZGIJT,VBKUWB,Adobe_VBKUWB_Suite,2023-08-29,C7357,2,135.44,Unknown Vendor,Africa,27.59,17,3,20,9,1,144,Word of Mouth,1,Cryptocurrency,Other,19,6
SN-DPQW9WH2,Adobe_Prod_333_Version_3,Adobe_Adobe_Prod_333_Version_3_Suite,2023-09-06,C1358,9,313.11,Authorized Retailer,Africa,9.6,9,5,2,2,7,518,Email Marketing,9,Credit Card,Found cheaper,4,12
